,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,price,was_renovated_post90,has_basement,viewed,sale_month
16515,8651720020,2014-05-12,4,2,2780,6369,1.0,0.0,3,8,1975_to_1997,98034,47.7284,-122.21600000000001,505000.0,0,1,0,5
20635,4188300030,2015-04-29,5,3,3490,6091,2.0,0.0,3,9,1997_to_2015,98011,47.7744,-122.225,715000.0,0,0,0,4
7181,7613700660,2015-03-26,5,2,1750,5000,1.0,0.0,3,8,pre1950,98105,47.6589,-122.27600000000001,758800.0,0,1,0,3
6193,7852180430,2015-04-09,4,2,2070,3982,2.0,0.0,3,7,1997_to_2015,98065,47.53100000000001,-121.854,450000.0,0,0,0,4
13300,4443800555,2014-07-16,3,2,1770,3880,1.0,0.0,3,8,1950_to_1975,98117,47.6846,-122.39200000000001,667000.0,0,0,0,7
4715,2724049146,2015-03-17,3,1,1060,6000,1.0,0.0,3,8,1950_to_1975,98118,47.5427,-122.275,420000.0,0,0,0,3
15185,9834200305,2014-07-16,3,1,1790,3876,1.5,0.0,5,7,pre1950,98144,47.575,-122.288,350000.0,0,0,0,7
8045,5680000750,2014-07-30,3,4,1900,4805,2.0,0.0,3,8,1997_to_2015,98108,47.5686,-122.315,385000.0,0,1,0,7
12864,3905120330,2014-11-10,4,2,2040,5508,2.0,0.0,4,8,1975_to_1997,98029,47.5719,-122.007,575000.0,0,0,0,11
2333,993000046,2014-09-22,3,2,1600,4510,1.0,0.0,3,7,1975_to_1997,98103,47.6939,-122.34,510000.0,0,1,0,9
2455,5220300140,2014-09-03,2,1,810,7440,1.0,0.0,5,6,pre1950,98133,47.7346,-122.352,408000.0,0,0,0,9
21019,7853370620,2015-02-06,5,4,3040,6000,2.0,0.0,3,8,1997_to_2015,98065,47.5189,-121.876,605000.0,0,1,0,2
10914,1402810140,2014-05-05,3,2,1050,10072,1.0,0.0,3,7,1975_to_1997,98019,47.7341,-121.976,300000.0,0,0,0,5
20574,179001455,2014-11-07,4,3,3450,5000,2.0,0.0,3,8,1997_to_2015,98178,47.4925,-122.273,445000.0,0,0,0,11
2525,4123400320,2014-05-05,4,2,1990,7712,1.0,0.0,3,8,1950_to_1975,98027,47.5688,-122.087,627000.0,0,0,0,5
10876,9274204100,2014-09-10,4,1,1540,4500,1.5,0.0,2,7,pre1950,98116,47.586999999999996,-122.384,462500.0,0,0,0,9
1684,4022902505,2014-07-31,3,2,2220,9800,2.0,0.0,3,8,1975_to_1997,98155,47.7635,-122.286,470000.0,0,0,0,7
10777,1727500390,2014-10-30,4,2,1710,7000,1.0,0.0,4,7,1950_to_1975,98034,47.718999999999994,-122.21700000000001,450000.0,0,1,0,10
11952,5272200045,2014-11-13,3,2,1000,6914,1.0,0.0,3,7,pre1950,98125,47.7144,-122.319,378000.0,0,0,0,11
5496,1431700250,2014-05-16,4,1,1980,7991,1.5,0.0,3,7,1950_to_1975,98058,47.4604,-122.17,345000.0,0,0,0,5
5535,7922900380,2014-10-30,3,2,1770,8050,1.0,0.0,4,7,1950_to_1975,98008,47.5862,-122.118,538000.0,0,1,0,10
15975,3356403140,2014-10-10,3,1,1080,16000,1.0,0.0,3,6,1950_to_1975,98001,47.2873,-122.251,225000.0,0,0,0,10
19013,9828701295,2014-06-24,2,1,650,5400,1.0,0.0,3,6,pre1950,98122,47.6185,-122.295,295000.0,0,0,0,6
4454,6848200018,2014-05-28,4,3,3040,2800,2.0,0.0,3,9,pre1950,98102,47.6245,-122.32700000000001,840000.0,0,1,0,5
10760,7774200070,2015-04-08,4,2,2750,13950,1.0,0.0,4,8,pre1950,98146,47.4938,-122.36399999999999,725000.0,0,1,1,4
14990,8638500170,2015-04-22,3,1,1980,8505,1.0,0.0,3,7,1950_to_1975,98106,47.538000000000004,-122.353,233000.0,0,1,0,4
6733,7972601900,2014-05-30,3,1,1210,9525,1.0,0.0,3,7,1950_to_1975,98106,47.5274,-122.345,299950.0,0,0,0,5
461,1843100340,2015-03-05,3,2,2570,8491,2.0,0.0,4,8,1975_to_1997,98042,47.3759,-122.125,348000.0,0,0,0,3
12123,1773100765,2015-04-29,1,1,600,3720,1.0,0.0,3,6,pre1950,98106,47.5558,-122.363,229000.0,0,0,0,4
3892,2570500090,2014-10-07,5,2,1750,9780,1.5,0.0,4,7,1950_to_1975,98028,47.7755,-122.235,385000.0,0,0,0,10
2613,5700000340,2015-04-27,3,2,2130,4299,1.5,0.0,4,7,pre1950,98144,47.5779,-122.294,700000.0,0,1,0,4
15566,3959400345,2015-03-11,4,2,3520,4933,1.5,0.0,4,8,pre1950,98108,47.5655,-122.315,589500.0,0,1,0,3
11526,9324300030,2014-07-03,4,2,2060,11385,1.0,0.0,4,7,1950_to_1975,98023,47.31399999999999,-122.363,264500.0,0,1,0,7
14360,2436700666,2015-02-16,2,2,1190,1499,2.0,0.0,3,9,1997_to_2015,98105,47.6666,-122.285,550700.0,0,1,0,2
18488,2457200120,2015-03-03,3,2,3085,7280,1.0,0.0,4,7,1950_to_1975,98056,47.4956,-122.181,359000.0,0,1,0,3
5364,6450304600,2014-10-23,1,2,1940,2550,2.0,0.0,4,7,1975_to_1997,98133,47.7313,-122.34299999999999,315000.0,0,1,0,10
13438,8081650330,2014-06-25,4,2,2000,10051,2.0,0.0,3,7,1975_to_1997,98038,47.3625,-122.025,320000.0,0,0,0,6
1991,8807600340,2015-03-25,3,1,1230,9660,1.0,0.0,3,7,1950_to_1975,98053,47.6829,-122.06,322000.0,0,0,0,3
20752,7792000140,2015-05-04,4,2,3060,27251,1.5,0.0,3,8,1997_to_2015,98022,47.1967,-121.96600000000001,369000.0,0,0,0,5
6935,1026069120,2014-05-08,2,3,3160,66646,2.0,0.0,3,7,1975_to_1997,98077,47.7479,-122.03399999999999,589900.0,0,0,0,5
3946,1825069031,2014-08-14,4,2,2410,8447,2.0,0.0,4,8,pre1950,98074,47.6499,-122.088,550000.0,0,1,1,8
1575,7888000390,2015-04-01,3,1,1060,7473,1.0,0.0,3,7,1950_to_1975,98198,47.3699,-122.309,235000.0,0,0,0,4
8251,4351300978,2014-08-26,4,2,2580,21115,2.0,0.0,4,9,1975_to_1997,98040,47.5566,-122.219,787888.0,0,0,0,8
8165,1300300730,2015-03-24,3,2,1090,7200,1.0,0.0,4,7,1950_to_1975,98040,47.5817,-122.241,698000.0,0,0,0,3
1583,8019200030,2014-09-26,3,2,1500,14750,1.5,0.0,4,6,pre1950,98168,47.495,-122.318,300000.0,0,0,0,9
14976,6806100250,2015-03-05,3,2,1770,3873,2.0,0.0,3,7,1997_to_2015,98058,47.4648,-122.14399999999999,316500.0,0,0,0,3
1520,2621750340,2014-10-15,3,2,1690,9087,1.0,0.0,3,8,1975_to_1997,98042,47.3724,-122.10799999999999,337000.0,0,0,0,10
17199,7696630080,2014-05-06,3,2,1690,7735,1.0,0.0,4,7,1975_to_1997,98001,47.3324,-122.28,197000.0,0,1,0,5
1617,7454000295,2015-01-30,2,1,710,6322,1.0,0.0,3,6,pre1950,98126,47.5165,-122.376,245000.0,0,0,0,1
6027,2205700345,2014-07-07,4,2,1700,8640,1.0,0.0,3,7,1950_to_1975,98006,47.5774,-122.15299999999999,500000.0,1,1,0,7
491,2475200140,2015-02-05,3,2,1680,5036,1.0,0.0,4,7,1975_to_1997,98055,47.4734,-122.186,370000.0,0,0,1,2
3929,9285800755,2014-07-14,3,2,1540,6100,1.0,0.0,3,6,pre1950,98126,47.5696,-122.37799999999999,515000.0,1,1,0,7
20462,1890000166,2014-09-05,3,2,1280,1889,3.0,0.0,3,8,1997_to_2015,98105,47.6619,-122.324,540000.0,0,0,0,9
9685,3262301610,2014-11-18,3,2,1530,10827,1.0,0.0,4,8,1950_to_1975,98039,47.6354,-122.234,865000.0,0,0,0,11
4446,426059055,2014-10-03,3,2,2410,35236,1.0,0.0,3,8,1975_to_1997,98072,47.7651,-122.166,620000.0,0,0,0,10
15370,1062100095,2014-08-22,3,1,890,5965,1.0,0.0,3,7,pre1950,98155,47.7518,-122.279,328000.0,0,0,0,8
1330,4022900125,2014-09-02,4,2,2430,11870,1.0,0.0,5,8,1950_to_1975,98155,47.7761,-122.285,605000.0,0,1,0,9
15650,6838000170,2014-08-29,3,2,1520,3425,2.0,0.0,3,7,1975_to_1997,98052,47.6801,-122.161,402000.0,0,0,0,8
5416,1865810290,2015-03-18,3,1,840,6540,1.0,0.0,3,6,1950_to_1975,98042,47.3743,-122.116,232000.0,1,0,0,3
7757,7574200210,2014-06-18,4,2,2310,68824,2.0,0.0,4,7,1950_to_1975,98010,47.3354,-122.031,407450.0,0,0,0,6
16681,4223000280,2014-10-29,4,2,1540,7200,1.0,0.0,3,7,1950_to_1975,98003,47.3424,-122.30799999999999,221000.0,0,1,0,10
8225,3885808035,2015-03-16,6,2,1680,5202,1.5,0.0,2,7,pre1950,98033,47.6798,-122.206,619500.0,0,0,0,3
20140,8562770250,2014-05-07,3,2,2280,2289,2.0,0.0,3,8,1997_to_2015,98027,47.5375,-122.073,535000.0,0,1,0,5
7621,3359500096,2014-08-20,3,2,2130,4000,2.0,0.0,3,7,pre1950,98115,47.6741,-122.323,645000.0,0,0,0,8
12622,226059106,2015-01-02,3,2,2090,65558,1.0,0.0,3,8,1975_to_1997,98072,47.7621,-122.12700000000001,489500.0,0,1,0,1
791,7504101230,2014-06-23,4,2,2810,11120,2.0,0.0,3,9,1975_to_1997,98074,47.6337,-122.044,675000.0,0,0,0,6
15429,5652601155,2015-04-15,4,2,1960,6138,1.0,0.0,4,7,1950_to_1975,98115,47.6968,-122.29899999999999,564000.0,0,1,0,4
20498,4092300211,2014-10-24,3,2,990,736,2.5,0.0,3,8,1997_to_2015,98105,47.6605,-122.319,384000.0,0,1,0,10
5894,2749600095,2014-08-19,2,2,870,4800,1.0,0.0,3,7,pre1950,98119,47.6509,-122.37,595000.0,0,0,0,8
405,9385200055,2014-09-12,3,3,1510,2000,2.0,0.0,3,9,1997_to_2015,98116,47.5815,-122.402,650000.0,0,1,0,9
219,7611200125,2014-10-23,2,2,1320,10800,1.0,0.0,4,8,pre1950,98177,47.7145,-122.367,467000.0,0,0,0,10
4123,1558500100,2014-09-16,4,2,1930,6508,2.0,0.0,3,8,1975_to_1997,98019,47.7458,-121.977,360000.0,0,0,0,9
18006,6648760150,2014-07-28,3,2,1600,7982,2.0,0.0,3,8,1975_to_1997,98001,47.3397,-122.266,315000.0,0,0,0,7
12749,8835220210,2015-04-17,3,2,1370,4790,2.0,0.0,4,7,1975_to_1997,98034,47.7253,-122.164,355000.0,0,0,0,4
15645,3824100364,2015-01-20,3,2,2520,26943,1.0,0.0,3,7,1975_to_1997,98028,47.7728,-122.25,420000.0,0,1,0,1
6593,537000255,2015-04-29,2,2,1170,8200,1.0,0.0,4,6,pre1950,98003,47.3263,-122.305,302000.0,0,1,0,4
2037,3395040550,2015-04-29,3,2,1530,2890,2.0,0.0,3,7,1997_to_2015,98108,47.5434,-122.29299999999999,320000.0,0,0,0,4
7947,7812801115,2014-06-13,3,1,1270,6405,1.5,0.0,3,6,pre1950,98178,47.4959,-122.241,153000.0,0,0,0,6
1022,8143100350,2014-08-25,3,2,1260,7128,1.0,0.0,4,7,1950_to_1975,98034,47.7263,-122.205,349500.0,0,0,0,8
8769,7520000616,2015-03-09,4,2,2090,7434,1.0,0.0,3,7,1975_to_1997,98146,47.4962,-122.34899999999999,325000.0,0,1,0,3
7434,8019700010,2014-10-10,3,2,2480,10804,1.0,0.0,3,8,1975_to_1997,98177,47.7721,-122.367,489950.0,0,1,0,10
10365,114101505,2015-04-23,5,4,4060,8309,2.0,0.0,3,9,1997_to_2015,98028,47.757,-122.228,630000.0,0,1,0,4
266,3438500192,2014-09-29,3,1,1120,10701,1.0,0.0,3,7,1950_to_1975,98106,47.5544,-122.35799999999999,285000.0,0,0,0,9
15242,114101426,2014-06-17,3,2,1160,22470,1.0,0.0,4,7,1975_to_1997,98028,47.7595,-122.23,375000.0,0,0,0,6
6453,9477730080,2014-12-10,3,2,1680,7389,1.0,0.0,3,8,1975_to_1997,98056,47.5199,-122.184,377000.0,0,1,0,12
16150,1853500290,2014-08-11,4,2,1870,8449,2.0,0.0,3,8,1975_to_1997,98188,47.4435,-122.274,314000.0,0,0,0,8
12575,8682220150,2014-06-06,2,2,2280,6815,1.0,0.0,3,8,1997_to_2015,98053,47.7103,-122.027,835000.0,0,0,0,6
3827,1773101340,2015-02-02,4,3,1920,4400,1.0,0.0,4,6,pre1950,98106,47.5532,-122.365,399950.0,0,1,0,2
12102,1823069046,2015-04-20,3,2,2390,23522,1.0,0.0,2,7,pre1950,98059,47.4754,-122.09,250000.0,0,1,0,4
2821,9828200147,2015-04-10,3,2,1180,1800,2.0,0.0,3,8,1975_to_1997,98122,47.6168,-122.301,425000.0,0,0,1,4
18651,4073200757,2014-12-31,3,2,1890,6620,1.0,0.0,4,8,1950_to_1975,98125,47.7016,-122.274,690000.0,0,0,1,12
1351,2423020260,2014-08-14,3,2,1850,7923,1.0,0.0,4,7,1975_to_1997,98033,47.7011,-122.171,461000.0,0,1,0,8
6360,2652500285,2014-10-28,3,2,2310,3360,1.5,0.0,3,8,pre1950,98119,47.6431,-122.359,817000.0,0,1,0,10
21177,2770601912,2015-04-02,3,3,1550,1280,2.0,0.0,3,9,1997_to_2015,98199,47.6493,-122.384,570000.0,0,1,0,4
13326,8588000610,2014-11-10,3,1,1040,8125,1.0,0.0,3,7,1950_to_1975,98003,47.3171,-122.316,210000.0,0,0,0,11
7576,3649100306,2014-05-06,4,2,1500,11600,1.0,0.0,4,7,1950_to_1975,98028,47.7373,-122.241,379900.0,0,1,0,5
15465,9560700010,2014-08-01,3,2,1580,11680,1.0,0.0,4,7,1950_to_1975,98005,47.5872,-122.17,549800.0,0,0,0,8
7504,2872100245,2014-06-04,3,1,910,4500,1.0,0.0,3,7,pre1950,98117,47.6828,-122.395,465000.0,0,0,0,6
2742,619000045,2014-09-22,3,2,1410,15210,1.0,0.0,3,7,pre1950,98166,47.4181,-122.339,404000.0,1,0,0,9
19599,7250000065,2014-08-25,3,2,2440,23512,1.0,0.0,3,6,pre1950,98148,47.4594,-122.32600000000001,338000.0,0,1,0,8
4665,7852000110,2014-09-03,3,2,2360,4670,2.0,0.0,3,7,1997_to_2015,98065,47.537,-121.87100000000001,441500.0,0,0,0,9
11056,9275700765,2014-06-10,4,2,3340,12248,2.0,0.0,3,9,1997_to_2015,98126,47.5858,-122.37899999999999,870000.0,0,1,1,6
1263,7202340370,2014-11-10,3,2,1690,6642,2.0,0.0,3,7,1997_to_2015,98053,47.6793,-122.03299999999999,467000.0,0,0,0,11
14940,11501330,2014-09-02,3,4,3190,10223,2.0,0.0,3,10,1975_to_1997,98052,47.6968,-122.102,795000.0,0,1,0,9
12646,2329600040,2014-11-18,3,2,990,8925,1.0,0.0,4,7,1950_to_1975,98003,47.3294,-122.331,158000.0,0,0,0,11
3584,8127700215,2015-04-09,4,2,2220,4200,1.5,0.0,5,8,pre1950,98199,47.6418,-122.39399999999999,862000.0,0,1,0,4
5524,3626039415,2014-06-11,3,2,1420,2581,3.0,0.0,3,7,1997_to_2015,98133,47.7027,-122.35700000000001,435000.0,0,0,0,6
7913,345700040,2014-07-29,2,1,1010,7338,2.0,0.0,4,7,1975_to_1997,98056,47.5123,-122.19,315000.0,0,0,0,7
7472,5634500415,2014-07-15,3,2,1710,12677,2.0,0.0,3,8,1975_to_1997,98028,47.75,-122.234,431000.0,0,0,0,7
4723,6646200090,2014-08-19,4,4,3270,15704,2.0,0.0,3,9,1975_to_1997,98074,47.6256,-122.042,650000.0,0,1,0,8
8902,8728100775,2015-03-09,3,2,1110,1150,2.0,0.0,3,8,1997_to_2015,98144,47.5929,-122.306,190500.0,0,1,0,3
16475,1545807280,2014-06-28,3,2,1700,17355,1.0,0.0,3,7,1975_to_1997,98038,47.3637,-122.057,314500.0,0,1,0,6
17271,2856100250,2014-11-06,4,2,2470,2550,3.0,0.0,3,8,1997_to_2015,98117,47.6765,-122.389,735000.0,0,0,0,11
4762,7811000020,2014-11-13,3,2,1660,8208,1.0,0.0,4,8,1950_to_1975,98005,47.5919,-122.154,490000.0,0,0,0,11
12704,2595650220,2015-04-21,3,2,1730,12821,1.0,0.0,3,8,1975_to_1997,98001,47.353,-122.272,313100.0,0,0,0,4
1668,9521100960,2015-01-16,4,2,2820,4000,2.0,0.0,3,7,pre1950,98103,47.6638,-122.348,635000.0,0,0,0,1
18452,1775900220,2014-09-22,3,2,1320,15053,1.0,0.0,3,7,1975_to_1997,98072,47.7405,-122.095,300000.0,0,0,0,9
18051,3826500730,2014-09-22,4,2,2130,9100,1.0,0.0,3,8,1975_to_1997,98030,47.3815,-122.169,220000.0,0,1,0,9
9414,6411600113,2015-04-20,3,1,1210,7425,1.0,0.0,4,6,pre1950,98133,47.7125,-122.33,375000.0,0,0,0,4
9091,7202000220,2015-05-01,4,2,1470,5850,1.0,0.0,4,7,1950_to_1975,98052,47.7,-122.12899999999999,426000.0,0,1,0,5
15115,8824900020,2015-03-27,4,3,2580,3560,1.5,0.0,5,7,pre1950,98115,47.6753,-122.304,937750.0,0,1,0,3
8821,7298000090,2014-07-03,3,2,3316,11447,2.0,0.0,3,9,1975_to_1997,98023,47.3036,-122.34,490600.0,0,0,0,7
3517,1997200165,2014-09-16,3,2,2170,5001,2.0,0.0,3,8,1997_to_2015,98103,47.6937,-122.338,802000.0,0,0,0,9
20106,3575305452,2014-07-17,4,2,2240,5000,2.0,0.0,3,8,1997_to_2015,98074,47.6212,-122.05799999999999,635000.0,0,0,0,7
3833,7550800916,2014-06-02,1,1,730,3000,1.0,0.0,3,7,pre1950,98107,47.6741,-122.396,395000.0,0,0,0,6
8882,3750603940,2014-09-25,4,2,1880,9600,1.0,0.0,5,7,pre1950,98001,47.2633,-122.281,240000.0,0,1,0,9
21592,263000018,2014-05-21,3,2,1530,1131,3.0,0.0,3,8,1997_to_2015,98103,47.6993,-122.346,360000.0,0,0,0,5
4708,2878601425,2014-05-22,3,2,1650,5100,1.0,0.0,5,7,pre1950,98115,47.6873,-122.321,600000.0,0,1,0,5
3307,6084200100,2014-08-01,3,2,2120,3742,2.0,0.0,3,7,1997_to_2015,98059,47.4787,-122.12899999999999,400000.0,0,0,0,8
6498,7519000170,2014-07-23,3,2,1300,5150,1.5,0.0,4,7,pre1950,98117,47.6838,-122.36200000000001,690000.0,0,0,0,7
6291,7855000460,2014-10-07,3,3,3940,9671,1.0,0.0,5,9,1950_to_1975,98006,47.5654,-122.15799999999999,1450000.0,0,1,1,10
16773,1557000190,2014-10-09,3,2,1450,9477,1.0,0.0,4,7,1950_to_1975,98031,47.4215,-122.20299999999999,240000.0,0,0,0,10
18441,2372800100,2014-09-25,3,2,1550,9126,1.0,0.0,5,7,1950_to_1975,98022,47.2012,-122.0,245000.0,0,0,0,9
5440,7883603390,2015-04-01,4,2,1560,4290,2.0,0.0,3,7,1975_to_1997,98108,47.5292,-122.323,270000.0,0,0,0,4
16782,5530000050,2014-10-27,3,2,2710,9088,1.0,0.0,4,7,1950_to_1975,98001,47.3073,-122.272,278000.0,0,1,0,10
8086,3900500110,2014-11-17,3,2,2310,10525,2.0,0.0,5,7,1950_to_1975,98033,47.6727,-122.17399999999999,627000.0,0,0,0,11
4111,514500090,2014-05-13,4,2,2250,7500,1.0,0.0,5,7,1950_to_1975,98005,47.5877,-122.15700000000001,550000.0,0,1,0,5
10782,2267000486,2014-08-22,2,2,1540,7110,1.0,0.0,3,7,pre1950,98117,47.6932,-122.395,495000.0,0,1,0,8
13017,2787700180,2015-01-12,3,2,1250,8636,1.0,0.0,5,7,1950_to_1975,98059,47.5066,-122.15899999999999,320000.0,0,0,0,1
592,2781280390,2015-03-24,3,2,1610,2937,2.0,0.0,3,8,1997_to_2015,98055,47.4489,-122.18799999999999,290000.0,0,0,0,3
746,9277200111,2014-07-14,4,2,2010,5070,1.0,0.0,4,7,1950_to_1975,98116,47.5793,-122.402,650000.0,0,1,1,7
758,9542300320,2015-02-02,4,2,2400,13430,1.0,0.0,4,9,1950_to_1975,98005,47.5987,-122.178,856600.0,0,0,0,2
7917,2770601800,2014-10-24,3,2,1560,6000,1.0,0.0,3,6,pre1950,98199,47.6501,-122.384,525000.0,0,1,0,10
6557,7558750190,2014-07-24,4,2,2150,9520,2.0,0.0,4,8,1975_to_1997,98052,47.6885,-122.113,573000.0,0,0,0,7
3383,3025059089,2015-05-05,3,2,1700,8050,1.0,0.0,3,7,pre1950,98004,47.6304,-122.21799999999999,950000.0,0,1,0,5
2806,5415000240,2015-02-24,4,2,1520,14417,1.0,0.0,4,7,1950_to_1975,98065,47.526,-121.809,330000.0,0,0,0,2
12747,8150600065,2014-09-24,3,2,1360,4840,1.5,0.0,3,8,pre1950,98126,47.5487,-122.376,382000.0,0,0,0,9
3592,6979920090,2014-06-26,4,2,2150,27540,2.0,0.0,3,8,1975_to_1997,98053,47.637,-121.969,550000.0,0,0,0,6
3899,1068000110,2015-04-29,3,2,2060,7080,2.0,0.0,3,9,pre1950,98199,47.6455,-122.40899999999999,978500.0,0,1,0,4
13172,2131701075,2014-12-04,3,2,1720,5000,1.5,0.0,3,8,pre1950,98019,47.738,-121.98299999999999,420000.0,1,0,0,12
19411,6928000590,2014-05-08,3,2,1590,9620,1.0,0.0,3,7,1975_to_1997,98059,47.4815,-122.152,349000.0,0,0,0,5
11010,1705400550,2015-02-13,3,1,1700,4165,1.5,0.0,3,7,pre1950,98118,47.5569,-122.277,467500.0,0,0,0,2
12890,8029500180,2014-06-11,3,2,2210,7557,2.0,0.0,3,9,1975_to_1997,98023,47.3079,-122.39299999999999,330000.0,0,0,0,6
5088,6430500293,2014-11-12,2,2,1010,3060,1.0,0.0,4,7,pre1950,98103,47.6897,-122.354,395000.0,0,0,0,11
8865,2516000475,2014-09-29,2,1,1030,5000,1.0,0.0,5,6,pre1950,98107,47.6585,-122.363,455000.0,0,0,0,9
5617,6204400170,2014-06-20,3,2,1780,8085,1.0,0.0,3,7,1975_to_1997,98011,47.7357,-122.197,477000.0,0,1,0,6
8654,6918730230,2015-04-01,4,2,1810,7068,2.0,0.0,5,7,1975_to_1997,98034,47.7319,-122.204,485000.0,0,0,0,4
895,8566100200,2014-05-08,5,2,3160,11470,1.0,0.0,4,9,1950_to_1975,98040,47.5368,-122.21600000000001,980000.0,0,1,0,5
20996,7853400220,2014-09-26,3,3,2840,7201,2.0,0.0,3,9,1997_to_2015,98065,47.5165,-121.883,589410.0,0,0,0,9
7180,1036450290,2015-02-02,3,2,1860,3150,2.0,0.0,3,8,1997_to_2015,98034,47.718999999999994,-122.182,495000.0,0,0,0,2
10152,8832900135,2015-01-13,5,2,3320,13138,1.0,0.0,4,9,1950_to_1975,98028,47.75899999999999,-122.26899999999999,769000.0,0,0,1,1
1225,1761300310,2014-08-27,4,2,1710,8288,1.5,0.0,3,7,1950_to_1975,98031,47.3947,-122.17399999999999,211000.0,0,0,0,8
19187,8818400450,2014-05-08,3,3,2640,4080,2.0,0.0,3,9,pre1950,98105,47.6636,-122.32600000000001,930000.0,1,1,0,5
6408,9407600250,2015-03-27,3,2,1060,7412,1.0,0.0,3,7,1975_to_1997,98038,47.3897,-122.051,211000.0,0,0,0,3
14857,4034900065,2014-05-30,3,2,2580,11000,1.0,0.0,4,7,1950_to_1975,98006,47.5646,-122.181,459900.0,0,1,0,5
3333,8081900011,2014-09-16,3,2,1570,4625,1.5,0.0,5,8,pre1950,98117,47.68,-122.399,835000.0,0,0,0,9
4754,1370801585,2014-06-03,4,2,2290,5350,2.0,0.0,4,9,1950_to_1975,98199,47.6428,-122.411,975000.0,0,1,0,6
3619,2767602141,2014-09-05,3,2,1380,4290,1.0,0.0,3,7,1950_to_1975,98107,47.674,-122.37899999999999,525000.0,0,1,0,9
16845,7575500080,2014-11-20,3,2,1420,9081,1.0,0.0,4,6,1975_to_1997,98022,47.1948,-121.999,202000.0,0,0,0,11
6955,8078410280,2015-05-04,3,2,1980,9061,2.0,0.0,4,8,1975_to_1997,98074,47.6366,-122.029,550000.0,0,0,0,5
6110,3261000080,2015-03-10,4,3,2460,9520,1.0,0.0,3,8,1975_to_1997,98034,47.7021,-122.23299999999999,704111.0,0,1,1,3
13418,3735900325,2015-04-27,2,1,1080,4080,1.0,0.0,3,8,pre1950,98115,47.6899,-122.32,485000.0,0,0,0,4
6761,1321710460,2014-12-06,4,2,2390,7350,2.0,0.0,3,8,1975_to_1997,98023,47.2938,-122.348,319000.0,0,0,0,12
14461,4083304700,2014-11-25,3,1,1600,3200,1.5,0.0,3,7,pre1950,98103,47.653,-122.331,488000.0,0,0,0,11
11159,7941130140,2015-02-17,3,2,1220,2980,2.0,0.0,3,7,1975_to_1997,98034,47.7151,-122.20299999999999,319000.0,0,0,0,2
8760,9448300061,2014-07-08,2,1,1020,7920,1.0,0.0,3,6,pre1950,98108,47.5558,-122.31,235000.0,0,0,0,7
13297,3131201563,2014-06-25,2,1,1060,3036,1.5,0.0,4,6,pre1950,98105,47.6578,-122.324,435000.0,0,0,0,6
8873,8856960720,2014-08-08,3,2,1860,9210,2.0,0.0,3,7,1975_to_1997,98038,47.3864,-122.03,280000.0,0,0,0,8
6775,985000950,2015-02-27,2,1,770,9715,1.0,0.0,4,6,pre1950,98168,47.4924,-122.31200000000001,217000.0,0,0,0,2
16466,9477201060,2015-04-23,3,1,1410,7854,1.0,0.0,4,7,1950_to_1975,98034,47.7303,-122.19200000000001,380500.0,0,0,0,4
4860,5272200005,2015-02-18,2,1,1160,6911,1.0,0.0,3,7,pre1950,98125,47.7149,-122.318,175000.0,0,0,0,2
7250,1775910460,2015-03-13,3,2,1630,15200,1.0,0.0,3,7,1975_to_1997,98072,47.7454,-122.103,395000.0,0,1,0,3
19590,2548100180,2014-05-07,3,2,1570,7200,1.0,0.0,4,7,1950_to_1975,98155,47.7501,-122.314,335000.0,0,0,0,5
12366,7899800045,2014-12-02,3,2,910,5120,1.0,0.0,3,6,1950_to_1975,98106,47.5238,-122.35600000000001,232900.0,0,0,0,12
21220,9268850130,2014-06-27,4,2,1350,942,3.0,0.0,3,7,1997_to_2015,98027,47.5401,-122.02600000000001,288790.0,0,0,0,6
18885,6386200100,2014-07-18,3,2,1400,7508,2.0,0.0,4,7,1975_to_1997,98034,47.7233,-122.167,430000.0,0,0,0,7
18562,1105000787,2014-09-26,3,2,1410,7290,1.0,0.0,3,7,1975_to_1997,98118,47.5396,-122.274,240000.0,0,1,0,9
6266,2946001950,2015-05-05,3,1,1260,6000,1.0,0.0,4,6,1950_to_1975,98198,47.4187,-122.323,248000.0,0,0,0,5
2222,2215902010,2014-05-07,3,2,1600,7000,2.0,0.0,4,8,1975_to_1997,98038,47.3534,-122.057,275000.0,0,0,0,5
20937,9578500180,2015-01-21,3,2,3192,5653,2.0,0.0,3,8,1997_to_2015,98023,47.2956,-122.35,427000.0,0,0,0,1
4679,425069147,2015-03-13,4,2,2240,45738,2.0,0.0,3,7,1975_to_1997,98053,47.687,-122.04700000000001,610000.0,0,0,0,3
9938,9407150350,2015-04-10,3,2,1600,6250,2.0,0.0,3,7,1975_to_1997,98038,47.3675,-122.02,308950.0,0,0,0,4
3796,4235401055,2014-05-14,2,2,1159,4800,1.0,0.0,3,7,pre1950,98199,47.6592,-122.399,582500.0,0,0,0,5
2227,1321970240,2014-12-04,4,2,2040,4443,2.0,0.0,3,8,1997_to_2015,98092,47.3182,-122.189,265000.0,0,0,0,12
7443,6632300567,2014-07-30,4,2,2340,7877,2.0,0.0,3,9,1997_to_2015,98125,47.73,-122.315,597000.0,0,0,0,7
